ID,age,income,max_ant,months,score,zone,level,house_type,risk
3790,29,2800,46,142,214,Capital,Profesional,Familiar,1
3798,52,2200,13,191,205,Capital,Profesional,Familiar,1
3804,47,5381.76,99,207,198,Capital,Profesional,Familiar,1
3805,47,6800,94,249,180,Capital,Profesional,Familiar,1
3806,25,1436.29,0,135,187,Capital,Profesional,Familiar,1
3808,26,2900,14,133,208,Capital,Profesional,Familiar,1
3809,50,2200,71,330,185,Capital,Profesional,Familiar,1
3810,28,1600,30,133,188,Capital,Profesional,Familiar,1
3813,45,2000,21,174,188,Capital,Profesional,Familiar,1
3815,27,4300,13,161,194,Capital,Profesional,Familiar,1
3818,65,2500,0,166,219,Capital,Profesional,Familiar,1
3819,65,2500,0,166,219,Capital,Profesional,Familiar,1
3820,41,1772.1,0,169,213,Capital,Profesional,Familiar,1
3828,28,2500,7,126,189,Capital,Profesional,Familiar,1
3832,30,3500,9,150,232,Capital,Profesional,Familiar,1
3833,33,10000,36,196,192,Capital,Profesional,Familiar,1
3837,25,4000,12,174,212,Capital,Profesional,Familiar,1
3838,25,1600,0,154,196,Capital,Profesional,Familiar,1
3840,34,2500,26,192,214,Capital,Profesional,Familiar,1
3845,31,5536,47,198,193,Capital,Profesional,Familiar,1
3847,36,2200,0,145,214,Capital,Profesional,Familiar,1
3852,29,3500,13,163,195,Capital,Profesional,Familiar,1
3853,50,10000,56,252,217,Capital,Profesional,Familiar,1
3857,42,10012,106,132,205,Capital,Profesional,Familiar,1
3858,42,10012,106,132,205,Capital,Profesional,Familiar,1
3862,29,1400,16,146,180,Capital,Profesional,Familiar,1
3868,33,1800,31,155,181,Capital,Profesional,Familiar,1
3869,31,1500,19,186,198,Capital,Profesional,Familiar,1
3870,50,6700,82,151,180,Capital,Profesional,Familiar,1
3879,25,3315,54,156,208,Capital,Profesional,Familiar,1
3882,38,1500,49,152,186,Capital,Profesional,Familiar,1
3892,30,4200,40,222,200,Capital,Profesional,Familiar,1
3899,23,6178.19,43,156,193,Capital,Profesional,Familiar,1
3900,34,5000,64,257,208,Capital,Profesional,Familiar,1
3912,44,4240,31,216,205,Capital,Profesional,Familiar,1
3913,34,30000,21,142,177,Capital,Profesional,Familiar,1
3918,28,2700,59,174,195,Capital,Profesional,Familiar,1
3920,35,1600,0,181,226,Capital,Profesional,Familiar,1
3921,38,3200,15,181,210,Capital,Profesional,Familiar,1
3922,37,1000,4,126,199,Capital,Profesional,Familiar,1
3923,48,12450,86,140,205,Capital,Profesional,Familiar,1
3924,25,6325,17,123,194,Capital,Profesional,Familiar,1
3929,49,11490,86,183,200,Capital,Profesional,Familiar,1
3932,33,4300,52,186,200,Capital,Profesional,Familiar,1
3933,38,9000,90,147,202,Capital,Profesional,Familiar,1
3935,28,1200,33,183,188,Capital,Profesional,Familiar,1
3937,38,4560,82,162,210,Capital,Profesional,Familiar,1
3938,38,4560,82,162,210,Capital,Profesional,Familiar,1
3943,27,1715,66,187,187,Capital,Profesional,Familiar,1
3953,31,5000,83,285,209,Capital,Profesional,Familiar,1
3957,63,1036,0,151,195,Capital,Profesional,Familiar,1
3959,29,12874.68,76,158,173,Capital,Profesional,Familiar,1
3961,42,9600,89,295,204,Capital,Profesional,Familiar,1
3963,40,2800,97,154,198,Capital,Profesional,Familiar,1
3964,24,1200,20,180,164,Capital,Profesional,Familiar,1
3966,32,6864,37,231,188,Capital,Profesional,Familiar,1
3967,53,1439,0,117,200,Capital,Profesional,Familiar,1
3970,37,1500,13,147,187,Capital,Profesional,Familiar,1
3971,26,3350,0,152,189,Capital,Profesional,Familiar,1
3972,28,3451,13,191,206,Capital,Profesional,Familiar,1
3973,26,615.68,0,160,172,Capital,Profesional,Familiar,1
3977,30,3350,48,172,226,Capital,Profesional,Familiar,1
3979,32,8500,11,135,195,Capital,Profesional,Familiar,1
3980,32,8500,11,135,195,Capital,Profesional,Familiar,1
3981,34,9250,0,143,202,Capital,Profesional,Familiar,1
3984,41,3800,7,162,219,Capital,Profesional,Familiar,1
3985,34,3985.49,6,124,202,Capital,Profesional,Familiar,1
3986,32,2000,0,153,188,Capital,Profesional,Familiar,1
3989,49,4200,0,194,198,Capital,Profesional,Familiar,1
3990,37,4697,49,131,196,Capital,Profesional,Familiar,1
3993,25,978.4,0,206,177,Capital,Profesional,Familiar,1
3994,26,2343.24,21,130,213,Capital,Profesional,Familiar,1
3995,39,5300,71,216,196,Capital,Profesional,Familiar,1
4003,31,4000,0,122,200,Capital,Profesional,Familiar,1
4009,41,2000,32,183,188,Capital,Profesional,Familiar,1
4010,34,1300,9,176,176,Capital,Profesional,Familiar,1
4019,48,6000,21,134,219,Capital,Profesional,Familiar,1
4025,34,1400,0,116,179,Capital,Profesional,Familiar,1
4027,40,780.47,6,185,193,Capital,Profesional,Familiar,1
4029,40,2043.06,6,207,193,Capital,Profesional,Familiar,1
4033,26,1200,34,176,191,Capital,Profesional,Familiar,1
4036,29,957.59,17,116,183,Capital,Profesional,Familiar,1
4039,33,1185.97,36,129,183,Capital,Profesional,Familiar,1
4043,39,17400,99,309,188,Capital,Profesional,Familiar,1
4053,31,2745.97,24,148,217,Capital,Profesional,Familiar,1
4059,28,842,12,120,183,Capital,Profesional,Familiar,1
4063,28,1890,46,138,208,Capital,Profesional,Familiar,1
4067,38,8270,87,267,214,Capital,Profesional,Familiar,1
4075,27,3286,0,138,167,Capital,Profesional,Familiar,1
4079,31,1200,16,158,178,Capital,Profesional,Familiar,1
4081,35,1250,24,210,185,Capital,Profesional,Familiar,1
4082,57,4000,21,354,219,Capital,Profesional,Familiar,1
4083,28,3000,0,161,212,Capital,Profesional,Familiar,1
4085,50,2800,83,161,199,Capital,Profesional,Familiar,1
4086,23,2000,19,158,162,Capital,Profesional,Familiar,1
4089,28,2250,13,144,200,Capital,Profesional,Familiar,1
4091,32,3200,61,205,200,Capital,Profesional,Familiar,1
4099,21,1277.67,0,134,159,Capital,Profesional,Familiar,1
4104,47,4000,0,125,198,Capital,Profesional,Familiar,1
4106,29,813,25,108,197,Capital,Profesional,Familiar,1
4108,34,1000,38,116,195,Capital,Profesional,Familiar,1
4114,26,763.3,18,161,193,Capital,Profesional,Familiar,1
4118,48,13297.86,78,210,187,Capital,Profesional,Familiar,1
4119,53,10000,23,308,180,Capital,Profesional,Familiar,1
4122,27,1455.18,14,139,179,Capital,Profesional,Familiar,1
4128,36,1500,36,194,213,Capital,Profesional,Familiar,1
4131,35,3200,0,185,214,Capital,Profesional,Familiar,1
4133,35,6000,15,120,197,Capital,Profesional,Familiar,1
4136,35,6630,28,169,202,Capital,Profesional,Familiar,1
4138,32,3600,42,252,214,Capital,Profesional,Familiar,1
4140,26,1700,0,156,182,Capital,Profesional,Familiar,1
4142,46,15535,89,143,205,Capital,Profesional,Familiar,1
4150,63,2100,103,198,214,Capital,Profesional,Familiar,1
4152,28,1300,11,156,214,Capital,Profesional,Familiar,1
4154,23,1736,13,146,174,Capital,Profesional,Familiar,1
4155,30,2500,0,177,200,Capital,Profesional,Familiar,1
4159,34,1742.37,15,157,190,Capital,Profesional,Familiar,1
4160,37,1600,44,222,209,Capital,Profesional,Familiar,1
4163,31,4890,7,117,214,Capital,Profesional,Familiar,1
4165,34,21320,64,136,197,Capital,Profesional,Familiar,1
4166,49,7000,0,149,205,Capital,Profesional,Familiar,1
4167,45,2000,99,202,205,Capital,Profesional,Familiar,1
4170,58,7500,71,306,219,Capital,Profesional,Familiar,1
4175,39,2396,32,228,197,Capital,Profesional,Familiar,1
4176,41,3509,95,229,185,Capital,Profesional,Familiar,1
4182,31,2195,17,175,194,Capital,Profesional,Familiar,1
4183,34,2179.74,8,150,197,Capital,Profesional,Familiar,1
4186,39,4800,57,145,214,Capital,Profesional,Familiar,1
4190,33,1000,41,192,202,Capital,Profesional,Familiar,1
4191,34,6580,27,141,175,Capital,Profesional,Familiar,1
4192,49,4185,12,160,205,Capital,Profesional,Familiar,1
4194,36,2450,42,135,216,Capital,Profesional,Familiar,1
4195,30,700,27,185,183,Capital,Profesional,Familiar,1
4199,35,6800,98,205,202,Capital,Profesional,Familiar,1
4202,50,9750,104,154,205,Capital,Profesional,Familiar,1
4203,23,2100,52,210,195,Capital,Profesional,Familiar,1
4206,31,2000,1,206,188,Capital,Profesional,Familiar,1
4207,28,1652.94,16,144,188,Capital,Profesional,Familiar,1
4209,35,3000,0,143,190,Capital,Profesional,Familiar,1
4211,32,15500,81,330,215,Capital,Profesional,Familiar,1
4212,32,15500,81,330,215,Capital,Profesional,Familiar,1
4215,39,5500,8,248,202,Capital,Profesional,Familiar,1
4230,32,2000,9,120,183,Capital,Profesional,Familiar,1
4233,32,2050,29,133,188,Capital,Profesional,Familiar,1
4235,32,3500,48,124,195,Capital,Profesional,Familiar,1
4236,37,2250,7,162,195,Capital,Profesional,Familiar,1
4237,31,2800,0,153,219,Capital,Profesional,Familiar,1
4239,30,4300,27,162,212,Capital,Profesional,Familiar,1
4240,22,2000,18,210,164,Capital,Profesional,Familiar,1
4242,35,11000,27,152,195,Capital,Profesional,Familiar,1
4245,47,5008.17,0,193,198,Capital,Profesional,Familiar,1
4246,31,1300,20,166,176,Capital,Profesional,Familiar,1
4247,51,4500,0,328,205,Capital,Profesional,Familiar,1
4250,24,1400,26,138,178,Capital,Profesional,Familiar,1
4254,30,1300,10,126,195,Capital,Profesional,Familiar,1
4257,37,5000,0,154,195,Capital,Profesional,Familiar,1
4260,36,3000,66,133,202,Capital,Profesional,Familiar,1
4262,25,1108.61,11,166,196,Capital,Profesional,Familiar,1
4265,32,1700,0,249,202,Capital,Profesional,Familiar,1
4270,32,1000,6,282,195,Capital,Profesional,Familiar,1
4271,43,1400,93,138,197,Capital,Profesional,Familiar,1
4273,27,2050,29,161,182,Capital,Profesional,Familiar,1
4277,23,1401.22,26,149,157,Capital,Profesional,Familiar,1
4278,34,5500,15,120,202,Capital,Profesional,Familiar,1
4282,43,3400,43,122,185,Capital,Profesional,Familiar,1
4283,29,1400,21,158,185,Capital,Profesional,Familiar,1
4284,29,4690,21,158,200,Capital,Profesional,Familiar,1
4286,40,15600,44,132,224,Capital,Profesional,Familiar,1
4287,34,1591.92,15,155,211,Capital,Profesional,Familiar,1
4291,46,3901.61,47,234,186,Capital,Profesional,Familiar,1
4292,24,3886.2,0,152,174,Capital,Profesional,Familiar,1
4293,34,2400,17,158,202,Capital,Profesional,Familiar,1
4294,36,6500,102,210,197,Capital,Profesional,Familiar,1
4295,22,998.72,0,122,164,Capital,Profesional,Familiar,1
4299,24,2942.37,9,124,183,Capital,Profesional,Familiar,1
4300,37,6500,20,153,177,Capital,Profesional,Familiar,1
4306,28,1230,13,140,197,Capital,Profesional,Familiar,1
4307,27,1400,29,178,200,Capital,Profesional,Familiar,1
4309,28,1500,59,210,204,Capital,Profesional,Familiar,1
4313,37,3900,41,164,202,Capital,Profesional,Familiar,1
4322,24,1125.81,0,108,161,Capital,Profesional,Familiar,1
4324,27,2800,0,165,219,Capital,Profesional,Familiar,1
4328,53,4500,0,124,193,Capital,Profesional,Familiar,1
4333,39,2400,63,245,197,Capital,Profesional,Familiar,1
4340,34,3802,44,232,216,Capital,Profesional,Familiar,1
4341,29,2500,13,166,195,Capital,Profesional,Familiar,1
4345,39,8000,0,200,211,Capital,Profesional,Familiar,1
4346,45,27500,88,307,185,Capital,Profesional,Familiar,1
4347,26,2917.1,23,144,189,Capital,Profesional,Familiar,1
4352,40,13500,0,164,218,Capital,Profesional,Familiar,1
4359,35,3003,78,242,195,Capital,Profesional,Familiar,1
4360,35,3003,78,242,195,Capital,Profesional,Familiar,1
4363,34,2500,7,121,197,Capital,Profesional,Familiar,1
4364,28,2200,24,162,219,Capital,Profesional,Familiar,1
4365,61,3200,0,143,214,Capital,Profesional,Familiar,1
4366,37,6400,95,218,195,Capital,Profesional,Familiar,1
4367,34,2407,21,139,190,Capital,Profesional,Familiar,1
4369,29,1502.88,0,126,202,Capital,Profesional,Familiar,1
4371,43,11500,107,262,217,Capital,Profesional,Familiar,1
4375,29,1133.36,29,145,171,Capital,Profesional,Familiar,1
4378,24,2010,17,190,176,Capital,Profesional,Familiar,1
4380,58,1600,0,352,200,Capital,Profesional,Familiar,1
4383,28,3000,26,141,193,Capital,Profesional,Familiar,1
4384,26,3300,33,174,213,Capital,Profesional,Familiar,1
4391,29,8000,29,159,200,Capital,Profesional,Familiar,1
4395,36,1400,5,125,182,Capital,Profesional,Familiar,1
4400,23,2300,0,174,188,Capital,Profesional,Familiar,1
4403,33,4000,29,171,216,Capital,Profesional,Familiar,1
4414,27,1250,0,146,172,Capital,Profesional,Familiar,1
4417,25,1500,37,178,179,Capital,Profesional,Familiar,1
4422,39,2800,0,262,195,Capital,Profesional,Familiar,1
4424,51,2100,24,210,224,Capital,Profesional,Familiar,1
4427,37,5250,101,217,223,Capital,Profesional,Familiar,1
4429,49,5601,31,143,219,Capital,Profesional,Familiar,1
4431,37,2100,0,198,209,Capital,Profesional,Familiar,1
4432,43,8868,107,138,200,Capital,Profesional,Familiar,1
4433,36,3000,65,133,202,Capital,Profesional,Familiar,1
4437,47,4750,104,131,205,Capital,Profesional,Familiar,1
4444,54,2340,0,280,212,Capital,Profesional,Familiar,1
4450,38,14850,6,149,202,Capital,Profesional,Familiar,1
4454,39,7000,88,284,221,Capital,Profesional,Familiar,1
4459,41,2855.54,104,179,205,Capital,Profesional,Familiar,1
4461,38,6353,96,136,214,Capital,Profesional,Familiar,1
4463,35,11341,6,207,221,Capital,Profesional,Familiar,1
4464,37,4697,50,131,196,Capital,Profesional,Familiar,1
4468,33,2800,76,210,212,Capital,Profesional,Familiar,1
4469,37,8000,11,157,221,Capital,Profesional,Familiar,1
4471,28,1057.03,9,132,183,Capital,Profesional,Familiar,1
4473,25,2500,13,131,213,Capital,Profesional,Familiar,1
4474,29,1400,15,156,180,Capital,Profesional,Familiar,1
4477,36,2000,0,184,185,Capital,Profesional,Familiar,1
4480,21,1232.38,0,155,164,Capital,Profesional,Familiar,1
4481,33,1405.04,30,180,199,Capital,Profesional,Familiar,1
4484,57,1360,22,165,214,Capital,Profesional,Familiar,1
4485,30,2700,18,183,214,Capital,Profesional,Familiar,1
4489,37,5600,26,153,202,Capital,Profesional,Familiar,1
4494,34,3200,0,190,214,Capital,Profesional,Familiar,1
4497,30,800,20,178,183,Capital,Profesional,Familiar,1
4498,35,14100,0,144,211,Capital,Profesional,Familiar,1
4499,41,2300,27,174,205,Capital,Profesional,Familiar,1
4501,53,9740,0,184,212,Capital,Profesional,Familiar,1
4503,29,8900,21,210,229,Capital,Profesional,Familiar,1
4507,24,1300,0,131,159,Capital,Profesional,Familiar,1
4508,21,900,0,117,164,Capital,Profesional,Familiar,1
4518,40,4500,0,244,200,Capital,Profesional,Familiar,1
4519,25,6500,8,145,208,Capital,Profesional,Familiar,1
4521,30,13830,20,122,200,Capital,Profesional,Familiar,1
4522,49,16250,91,165,173,Capital,Profesional,Familiar,1
4530,23,3068.75,23,131,188,Capital,Profesional,Familiar,1
4531,35,8080,44,203,170,Capital,Profesional,Familiar,1
4534,35,2040,23,146,204,Capital,Profesional,Familiar,1
4535,46,6000,93,208,198,Capital,Profesional,Familiar,1
4537,40,1403.29,0,315,217,Capital,Profesional,Familiar,1
4538,27,3000,0,159,201,Capital,Profesional,Familiar,1
4539,38,10000,10,119,197,Capital,Profesional,Familiar,1
4541,32,1458.37,14,148,183,Capital,Profesional,Familiar,1
4542,42,2208,91,386,198,Capital,Profesional,Familiar,1
4544,37,3200,16,136,195,Capital,Profesional,Familiar,1
4548,35,7800,0,134,202,Capital,Profesional,Familiar,1
4549,38,11233,92,240,202,Capital,Profesional,Familiar,1
4550,38,11233,92,240,202,Capital,Profesional,Familiar,1
4552,30,20166,79,155,214,Capital,Profesional,Familiar,1
4554,36,3139,57,138,202,Capital,Profesional,Familiar,1
4555,33,2100,0,118,200,Capital,Profesional,Familiar,1
4557,37,10000,75,226,212,Capital,Profesional,Familiar,1
4559,24,2500,18,148,188,Capital,Profesional,Familiar,1
4561,26,2300,48,161,206,Capital,Profesional,Familiar,1
4563,54,2400,62,267,217,Capital,Profesional,Familiar,1
4565,43,8000,76,221,191,Capital,Profesional,Familiar,1
4568,51,1200,39,206,187,Capital,Profesional,Familiar,1
4574,28,4054.39,0,130,195,Capital,Profesional,Familiar,1
4576,35,3300,8,190,216,Capital,Profesional,Familiar,1
4581,38,5500,79,202,199,Capital,Profesional,Familiar,1
4594,31,1237.93,7,198,180,Capital,Profesional,Familiar,1
4597,28,2100,48,195,233,Capital,Profesional,Familiar,1
4601,31,2800,28,114,214,Capital,Profesional,Familiar,1
4604,45,2200,42,199,187,Capital,Profesional,Familiar,1
4605,47,2400,0,212,224,Capital,Profesional,Familiar,1
4606,47,1500,33,216,185,Capital,Profesional,Familiar,1
4614,36,3500,36,165,197,Capital,Profesional,Familiar,1
4616,34,2000,56,124,190,Capital,Profesional,Familiar,1
4620,35,3600,72,153,216,Capital,Profesional,Familiar,1
4622,37,9000,34,301,192,Capital,Profesional,Familiar,1
4627,52,15170,91,197,200,Capital,Profesional,Familiar,1
4629,30,3289.5,6,151,200,Capital,Profesional,Familiar,1
4630,30,2100,35,168,203,Capital,Profesional,Familiar,1
4635,31,600,30,154,178,Capital,Profesional,Familiar,1
4637,32,3200,25,148,219,Capital,Profesional,Familiar,1
4638,52,8633,87,234,205,Capital,Profesional,Familiar,1
4639,33,2500,52,193,200,Capital,Profesional,Familiar,1
4640,63,6600,23,210,218,Capital,Profesional,Familiar,1
4642,41,3000,21,279,205,Capital,Profesional,Familiar,1
4644,33,2800,75,210,212,Capital,Profesional,Familiar,1
4647,37,2100,0,159,214,Capital,Profesional,Familiar,1
4655,29,3417,48,136,200,Capital,Profesional,Familiar,1
4657,28,1600,0,132,175,Capital,Profesional,Familiar,1
4658,41,12500,86,125,205,Capital,Profesional,Familiar,1
4665,32,2600,36,201,200,Capital,Profesional,Familiar,1
4669,53,17500,28,184,189,Capital,Profesional,Familiar,1
4674,35,2238,24,182,202,Capital,Profesional,Familiar,1
4675,39,2100,0,143,175,Capital,Profesional,Familiar,1
4676,39,1170,0,279,208,Capital,Profesional,Familiar,1
4677,45,5267,97,233,198,Capital,Profesional,Familiar,1
4679,25,3139,50,222,201,Capital,Profesional,Familiar,1
4683,37,2000,51,183,197,Capital,Profesional,Familiar,1
4686,26,3500,12,162,208,Capital,Profesional,Familiar,1
4687,38,3000,16,237,219,Capital,Profesional,Familiar,1
4688,35,2550,21,110,195,Capital,Profesional,Familiar,1
4692,54,15000,107,328,180,Capital,Profesional,Familiar,1
4695,45,15000,43,126,198,Capital,Profesional,Familiar,1
4698,35,12699,111,129,202,Capital,Profesional,Familiar,1
4701,42,7470,53,222,196,Capital,Profesional,Familiar,1
4702,42,7470,53,222,196,Capital,Profesional,Familiar,1
4706,37,623.94,0,171,199,Capital,Profesional,Familiar,1
4709,40,1000,15,185,188,Capital,Profesional,Familiar,1
4710,29,2331,82,263,206,Capital,Profesional,Familiar,1
4711,32,5498,89,183,200,Capital,Profesional,Familiar,1
4713,31,4800,0,198,200,Capital,Profesional,Familiar,1
4715,27,2641.18,35,115,208,Capital,Profesional,Familiar,1
4718,38,17500,81,306,211,Capital,Profesional,Familiar,1
4719,38,1500,51,116,187,Capital,Profesional,Familiar,1
4721,34,8945,0,152,227,Capital,Profesional,Familiar,1
4723,44,8000,40,207,205,Capital,Profesional,Familiar,1
4724,42,8000,0,255,198,Capital,Profesional,Familiar,1
4732,37,1800,66,209,190,Capital,Profesional,Familiar,1
4734,48,13150,98,129,205,Capital,Profesional,Familiar,1
4736,52,8633,91,234,205,Capital,Profesional,Familiar,1
4741,30,870,24,210,182,Capital,Profesional,Familiar,1
4743,50,3040,98,156,217,Capital,Profesional,Familiar,1
4744,50,3040,98,156,217,Capital,Profesional,Familiar,1
4750,50,5650,100,486,178,Capital,Profesional,Familiar,1
4751,47,7000,102,242,205,Capital,Profesional,Familiar,1
4752,45,3852,19,169,212,Capital,Profesional,Familiar,1
4758,24,2957.82,16,130,200,Capital,Profesional,Familiar,1
4759,31,1200,0,125,178,Capital,Profesional,Familiar,1
4764,30,2180,36,201,175,Capital,Profesional,Familiar,1
4766,30,600,25,126,156,Capital,Profesional,Familiar,1
4767,57,8200,80,227,205,Capital,Profesional,Familiar,1
4768,46,5050,2,246,200,Capital,Profesional,Familiar,1
4771,50,10500,48,180,205,Capital,Profesional,Familiar,1
4772,36,10000,1,299,195,Capital,Profesional,Familiar,1
4774,23,947.77,0,140,164,Capital,Profesional,Familiar,1
4776,43,4900,65,135,205,Capital,Profesional,Familiar,1
4779,33,1369.17,40,153,185,Capital,Profesional,Familiar,1
4780,34,1580,26,201,201,Capital,Profesional,Familiar,1
4782,38,15000,32,234,217,Capital,Profesional,Familiar,1
4785,36,10000,84,150,218,Capital,Profesional,Familiar,1
4788,27,2000,28,121,194,Capital,Profesional,Familiar,1
4789,24,1200,2,126,159,Capital,Profesional,Familiar,1
4790,41,4400,92,377,217,Capital,Profesional,Familiar,1
4794,31,2100,61,185,195,Capital,Profesional,Familiar,1
4795,33,3000,0,178,214,Capital,Profesional,Familiar,1
4796,45,2200,0,255,224,Capital,Profesional,Familiar,1
4798,31,4000,0,258,219,Capital,Profesional,Familiar,1
4802,32,4061.58,81,113,214,Capital,Profesional,Familiar,1
4804,52,3750,48,163,219,Capital,Profesional,Familiar,1
4806,36,9250,0,126,195,Capital,Profesional,Familiar,1
4814,40,2000,40,126,207,Capital,Profesional,Familiar,1
4815,33,5800,35,152,214,Capital,Profesional,Familiar,1
4817,26,1800,0,121,215,Capital,Profesional,Familiar,1
4819,31,1198.8,1,124,178,Capital,Profesional,Familiar,1
4825,59,8200,98,204,199,Capital,Profesional,Familiar,1
4826,22,800,11,161,157,Capital,Profesional,Familiar,1
4830,46,5169.99,0,133,205,Capital,Profesional,Familiar,1
4833,41,12500,80,125,205,Capital,Profesional,Familiar,1
4834,47,9520,88,154,219,Capital,Profesional,Familiar,1
4835,45,3050,13,443,198,Capital,Profesional,Familiar,1
4836,45,16000,34,180,216,Capital,Profesional,Familiar,1
4841,45,14500,94,224,205,Capital,Profesional,Familiar,1
4844,57,4380,102,239,233,Capital,Profesional,Familiar,1
4846,31,1047.74,0,233,183,Capital,Profesional,Familiar,1
4848,33,659.08,16,181,183,Capital,Profesional,Familiar,1
4849,40,2060,43,278,223,Capital,Profesional,Familiar,1
4851,28,10000,14,121,212,Capital,Profesional,Familiar,1
4854,22,2100,40,198,149,Capital,Profesional,Familiar,1
4861,40,9736,71,181,185,Capital,Profesional,Familiar,1
4866,34,16000,101,155,214,Capital,Profesional,Familiar,1
4871,38,5649,0,237,195,Capital,Profesional,Familiar,1
4872,32,4000,0,257,200,Capital,Profesional,Familiar,1
4876,29,2300,0,134,200,Capital,Profesional,Familiar,1
4877,59,3462.64,104,471,212,Capital,Profesional,Familiar,1
4879,25,2100,11,210,227,Capital,Profesional,Familiar,1
4880,59,2700,72,472,219,Capital,Profesional,Familiar,1
4881,51,4700,69,239,219,Capital,Profesional,Familiar,1
4891,34,3084,82,304,212,Capital,Profesional,Familiar,1
4892,41,7883.35,94,196,205,Capital,Profesional,Familiar,1
4895,42,1339.8,54,310,183,Capital,Profesional,Familiar,1
4900,55,3244.85,0,198,197,Capital,Profesional,Familiar,1
4902,32,3800,0,132,195,Capital,Profesional,Familiar,1
4903,37,7500,96,226,197,Capital,Profesional,Familiar,1
4925,37,5551.95,68,192,197,Capital,Profesional,Familiar,1
4934,30,12876,89,158,193,Capital,Profesional,Familiar,1
4936,39,3990,48,237,202,Capital,Profesional,Familiar,1
4937,33,4800,69,260,199,Capital,Profesional,Familiar,1
4938,67,9000,108,186,238,Capital,Profesional,Familiar,1
4939,45,10000,87,293,185,Capital,Profesional,Familiar,1
4941,50,12000,115,130,205,Capital,Profesional,Familiar,1
4942,34,2687.42,56,166,221,Capital,Profesional,Familiar,1
4943,47,3500,0,246,210,Capital,Profesional,Familiar,1
4946,50,5831.53,79,318,209,Capital,Profesional,Familiar,1
4947,31,4800,53,225,193,Capital,Profesional,Familiar,1
4949,55,5250,51,534,214,Capital,Profesional,Familiar,1
4953,39,5900,109,131,224,Capital,Profesional,Familiar,1
4954,39,5900,109,131,224,Capital,Profesional,Familiar,1
4961,36,3500,68,155,221,Capital,Profesional,Familiar,1
4965,53,6200,112,244,205,Capital,Profesional,Familiar,1
4972,39,2152.97,60,198,185,Capital,Profesional,Familiar,1
4973,38,16138,115,227,197,Capital,Profesional,Familiar,1
4974,35,9000,59,207,202,Capital,Profesional,Familiar,1
4986,30,8500,83,226,200,Capital,Profesional,Familiar,1
4992,41,25500,119,115,205,Capital,Profesional,Familiar,1
76,29,3224.86,24,172,180,Centro,Profesional,Familiar,0
126,42,3300,39,357,199,Centro,Profesional,Familiar,0
229,53,4176.74,0,355,178,Centro,Profesional,Familiar,0
300,28,3500,76,116,175,Centro,Profesional,Familiar,0
400,35,3600,60,164,188,Centro,Profesional,Familiar,0
458,43,2000,0,193,193,Centro,Profesional,Familiar,0
482,32,915.94,0,118,195,Centro,Profesional,Familiar,0
702,45,3000,12,162,205,Centro,Profesional,Familiar,0
709,39,10000,0,206,177,Centro,Profesional,Familiar,0
801,33,2800,12,163,200,Centro,Profesional,Familiar,0
804,42,20000,75,206,200,Centro,Profesional,Familiar,0
1008,30,2782.94,40,120,219,Centro,Profesional,Familiar,0
1202,45,7164.41,81,193,187,Centro,Profesional,Familiar,0
1221,31,2500,60,228,228,Centro,Profesional,Familiar,0
1402,33,3600,77,212,200,Centro,Profesional,Familiar,0
2424,34,4220,10,131,188,Centro,Profesional,Familiar,1
2526,31,5200,39,191,175,Centro,Profesional,Familiar,1
2998,30,3500,0,159,190,Centro,Profesional,Familiar,1
3070,30,2001,32,180,207,Centro,Profesional,Familiar,1
3303,32,2500,48,140,186,Centro,Profesional,Familiar,1
3348,34,2895,0,278,182,Centro,Profesional,Familiar,1
3431,42,1800,0,191,186,Centro,Profesional,Familiar,1
3433,22,1054.47,0,124,183,Centro,Profesional,Familiar,1
3480,38,2300,0,250,202,Centro,Profesional,Familiar,1
3620,52,2366,0,218,176,Centro,Profesional,Familiar,1
3741,34,1215.25,8,121,180,Centro,Profesional,Familiar,1
3843,32,2100,10,151,200,Centro,Profesional,Familiar,1
3865,26,3000,4,114,189,Centro,Profesional,Familiar,1
3931,31,1250,0,126,183,Centro,Profesional,Familiar,1
3978,44,2200,5,193,205,Centro,Profesional,Familiar,1
4077,35,2400,47,218,195,Centro,Profesional,Familiar,1
4216,35,4804,41,148,195,Centro,Profesional,Familiar,1
4323,31,785.14,43,171,202,Centro,Profesional,Familiar,1
4339,49,9190,40,373,204,Centro,Profesional,Familiar,1
4342,34,2100,0,135,200,Centro,Profesional,Familiar,1
4382,30,2000,0,147,183,Centro,Profesional,Familiar,1
4425,32,2700,0,182,203,Centro,Profesional,Familiar,1
4564,43,2550,0,129,205,Centro,Profesional,Familiar,1
4570,47,2000,0,398,186,Centro,Profesional,Familiar,1
4691,40,2800,97,170,205,Centro,Profesional,Familiar,1
4855,34,2200,0,203,190,Centro,Profesional,Familiar,1
4885,51,12000,0,360,205,Centro,Profesional,Familiar,1
4894,46,2000,26,174,193,Centro,Profesional,Familiar,1
4932,44,3500,0,391,205,Centro,Profesional,Familiar,1
4933,44,3500,0,391,205,Centro,Profesional,Familiar,1
4940,40,6000,119,210,205,Centro,Profesional,Familiar,1
4945,44,5579.12,40,155,205,Centro,Profesional,Familiar,1
9,30,2000,0,163,156,Norte,Profesional,Familiar,0
77,35,1800,0,190,204,Norte,Profesional,Familiar,0
111,40,900,17,141,207,Norte,Profesional,Familiar,0
138,28,3544.79,71,116,194,Norte,Profesional,Familiar,0
